audiocap_id,youtube_id,start_time,caption
10498,3DRjPtu_lPs,1,A telephone rings
10497,3DQbZ9o5geM,20,Loud siren from an emergency vehicle
10495,3DP_zIFMURw,10,A baby is crying somewhat gently
10493,3DOIkBRXnt4,3,A cat meows as a man talks to it
10492,3DO6o12iY-8,30,A child is trying to speak
10491,3DNSwuyaB7Y,30,A man delivers a speech over a microphone
883,-KU0rKvbJsY,30,Engines running while a man speaks in the background
881,-KDrCI8fV-0,30,Person chatting with poor audio record
887,-KbQm2-3C4k,29,Women are speaking and a dog is barking
14975,56t1bd0AgBE,30,Truck engine and acceleration with man speaking followed by people cheering
14976,56u7Pdc0MPw,180,"A small device vibrates, dogs bark, a fly buzzes"
14970,56lYrnWJXsk,30,Loud and heavy rainfall on metal with faint yell in background
14972,56pKpmMatJA,10,Whooshing sound followed by the meow of a cat
14973,56qBGYL30EU,30,An engine idles and a person whistles
20012,7QOwGFo2_f4,30,A man speaking
20013,7QQco5nBYmY,15,A man is screaming and a cat is meowing in distress
20014,7QR1yoLEcxU,30,Water is splashing and a man is talking over a radio
20016,7QUfd0uerU8,130,A person whistles briefly then talks briefly
20018,7QYcMOCXIQ8,50,A sewing machine is being used slowly and then it speeds up a bit then slows back down
94703,tln21rAQqaY,0,Kids can be heard playing and then a loud burp and a man laughs
94702,tljlyV2QNj4,330,Food is frying in the background while a man is speaking
55772,Say67sygwNE,30,Several pigeons coo and flap wings
18378,6dxWQh5GCMo,290,Drills are being used while two men are conversing with one another
44625,LF2-LJ5ZB9Y,10,Water running continuously
44627,LF5-9_fnFC8,200,The humming of an engine with squealing tires and the wind blowing
75361,fPCwL7tr72A,22,Birds quietly chirp in the background and a single frog croaks
29472,C5KT_MD85Ho,23,A man speaks over a loudspeaker followed by a horse neigh then clip clops then rustling leaves
29476,C5Of5uQ9c1k,16,A man talking followed by wood scrapping then clanging
64633,YiiVa3uKtQE,0,A vehicle engine is revved quickly and then slows
40811,Il9gDHN7fSE,30,"Wind blows nearby, followed by people talking far in the distance"
40816,IlRDA7acJdo,20,A vehicle accelerates with skidding noise
40814,IlKTytCmu1c,30,"Rhythmic thumping occurs and ripping occur concurrently with a bell ringing three times, scraping, and then vibration, and adult males and females are speaking in the background throughout"
40815,IlPgx6LbP8M,50,A woman speaks followed by a single whistle
1268,-TkydzAD1rc,100,A man speaks and followed by sound of a wrapper
98998,x1yWTd57taQ,10,A spray is used continuously
1261,-TZmzuXs5j0,30,Clip clopping sound on a hard surface
1267,-Thh8i26WWQ,30,Male voice with wind and dogs barking in background
1266,-TeARD8d-T0,4,Heavy belching in the middle of singing
1264,-TbFQGQEzv8,30,"Loud, and steady vibrating noise"
8788,2Wx4HSxIL8M,70,Rain is falling and thunder is rumbling in the distance and a man laughs a little at the end
8780,2WlMLaR-sP8,30,Water running continuously
8787,2WvG6DUc4v4,21,"Loud splashing in a flowing stream, thunder in the distance, a man laughs"
8786,2Wv5NNJnhVk,17,A vehicle engine is revving very high
8785,2Wu06rOI7s0,30,Bell ringing continuously
30600,Ch6YdbMt1gk,14,A crowd of people talking as horses trot followed by multiple gunshots firing and a crowd of people cheering
49847,Od27q2ndnPs,40,A person talking and a whirring sound
95076,u2cHhn_QfNk,30,A woman speaking with distant geese quacking
30604,Ch9Nigxbh_U,30,"The wind is blowing and a horse is running slowly and snorting, followed by hissing"
98991,x1gkAuTDEMU,6,"A shot and a blast occur, followed by an adult female speaking and an adult male laughing"
8433,2NoJKbPmHbM,0,Engine running loudly
8432,2NncCLvKtIg,28,Crashing and low gurgling
8437,2Nv4qkM5SZE,8,A dog is panting and an adult male is speaking
8436,2NuTGKG8gTM,30,"Some clip-clops on dirt, wind blows followed by a tiny neigh"
8439,2Nx9VPSCJps,30,"Water flows, birds chirp in the distance, leaves rustle"
41641,JIVGwL0KdLY,240,Birds chirp and wind blows
30607,ChJNSECjBs8,30,Upbeat male speaking and audience laughter
9825,2x5Lj8m91BY,10,"Loud hissing is present, and a crowd talks and laughs in the background"
9824,2x43exdQ5bo,30,"An adult female is speaking, and a baby cries and fusses in the background"
9827,2x6uK0S6phE,19,An engine is being revved up
9826,2x686SgZc60,30,"Splashing, a man laughs, another man speaks in the distance"
9823,2x2RqE9GLb0,9,Cars speed by with engines roaring
9822,2x-xzXAHlsQ,18,Glass breaking and shattering
9829,2xC_DWX-ki0,30,A man is speaking and car is speeding up
50568,P4nuO8iNiw4,50,A man speaks and plays several short ring tones
50566,P4nPYu59OEQ,30,A water vehicle motor is running and humming smoothly and water is splashing
50565,P4lWiDS_b6E,10,A siren whales and passes
50564,P4jwC6Q7R6M,190,Birds whistling and chirping in the distance with a man speaking nearby
66479,ZzryyjVB3c0,10,A stream of water pouring down
23664,9DtgNxsfAjA,20,A person whistling musically
22563,8flbq2IfUz0,26,People talking while something explodes
22560,8fijWM6Orxw,30,Cat meowing softly and continuously in low frequency
22566,8fs3Vy9xohw,90,A goat crying out
22564,8fpT6nvaEw4,290,A helicopter flying and people talking
22565,8fs1cSrtL7U,30,A man speaking clearly
61121,WHyb6kkgLZI,4,Pouring rain along with a bullet flying by
22569,8fxOEklDgo4,6,Wind is blowing
31554,DDB250xVlbM,30,Motor vehicles are racing by and skidding tires while a siren sounds in the background
32427,DeVXMQdfRE4,30,A power tool sharply sawing through an object
56195,StdDB4AqNcs,20,Someone snores in constant intervals
98341,wYBgSwUvv_g,10,Quiet little short croaks and some soft creaking
92931,sOsmty7Qio4,0,Rustling followed by brief speech then gunfire
90770,qjyWgS3J0Qw,30,An engine works nearby
92935,sOzjjOPWnv8,150,Steam hissing as high pressurized air is spraying followed by a man sighing aloud alongside footsteps clunking on a hard surface
96037,unEwbEyFiFw,10,Whistling from a bird with distant humming
32398,Ddbt3mOG7Zk,30,Clip-clops of a horse with heavy breathing and wind blowing hard
51219,PVo-d_bDKZU,590,A woman speaking followed by a man speaking as footsteps walk on a metal surface then compressed air hissing before a muffled bus engine accelerates alongside a vehicle passing by
51216,PVZTkCE3qM4,0,A car is started and a bell dings several times
51217,PV_WnciRs2I,23,A man speaking as an infant is crying
36937,GJbfVBLsuQA,30,Loud thundering sounds with heavy rain
101167,yl1jjhx7588,0,A baby cries with some light rattling
57734,TwpiPJpkoJk,270,A boat rocks on the water and a bell rings
25038,9wQXBh_7cVs,30,Speech with engine running in the background followed by silence
25035,9wJ5uKaOXY8,20,A bird chirps constantly and there is screeching and clanking
25036,9wJqCdp5PKw,30,A train chugging by quickly
25031,9wG9FrZN-8E,200,A boy speaks followed by shuffling cards
25030,9wFPkAuiOuI,280,Two men speaking
25033,9wIxbSNU9gE,30,A man speaking with rustling and a bell ringing in the background
25032,9wGJydlJvrk,30,Engine revving rapidly followed by silence
100793,ySsU7T0n9gg,0,Typing on a computer keyboard
24928,9tI_DxzHHRc,360,Crumpling followed by a man speaking
65351,ZDnjINYsBMM,30,A child cries as adult man and woman start to talk.
82255,kQxP-ZaA3rE,310,A jet flying by with a small engine revving and accelerating
24921,9t9ENvUU7Os,0,A car engine turns over then sputters to a stop
24927,9tFel0BkED8,30,A woman giving a speech
2587,00VAtRs-dQI,250,Two things rubbing together
64408,YYlIh0oFyz8,570,"Leaves rustle, followed by a person talking nearby as birds chirp in the distance"
62719,XPc7PQKohSc,420,"A scraper is being used to scrape and surface, and an object taps a surface"
62718,XPa7718pWRI,150,Person talking while coking and sizzling sounds
97344,voWrMNKIcLE,30,An engine hums as it idles and is eventually revved
2639,022Ax5JfAL4,30,A loud engine with a man talking
2637,02-7M3l_imo,30,Car engine revving
2636,01xfi2fGKkg,0,An insect is buzzing
2631,01ppUa90BUk,30,Car passing with over speed sound
2630,01pfV-FLinQ,18,A small fluttery vibration
2633,01rkoRX8L8M,19,Dog bark followed by female voice
2632,01rEOrFIUO0,5,Whimpering dog followed by a man speaking
9599,2rmsOWwV4Qc,30,A female speaking to crowd
9595,2rk3CP0wyTE,30,"Frying food, faint speech sound in background"
9594,2rjkM_UZ0Q4,30,"People applaud and cheer, a girl speaks"
9597,2rm-8q-fys8,13,A car revving louder and louder
9591,2rbWnqEycqo,240,A stream flows softly as a man calls out
9593,2rjN0VZ6UDU,10,Loud vehicle noises and traffic passing
38888,HXxXa3xzVoc,210,A drill runs then a man speaks
47937,NO0HvIp-BMU,250,"As a horse gallops, a child speaks, and then a man talks"
82095,kJ8alIbWREo,6,A siren wails and horns blow
102072,zUNRkqgfRHQ,60,Powerful vibrations from a power tool
102073,zUP1TE8ZUsc,10,A horse trotting as a man speaks softly
102070,zUMF2I_Tgmk,0,Water flowing from a faucet
102076,zUXR5U5muxY,19,A siren wails
102077,zUXRqKnfgWY,1,A man speaks followed by sprays
102074,zUUzno4RkyE,23,An emergency siren wailing in the distance while a dog howls followed by a young man talking
9049,2d4JiYpP2_g,30,A man delivers a speech
9048,2d3K2XvOx-0,0,"Loud humming, a dog bards loudly and frequently"
52017,Q1E_jRYQASI,0,White noise and rustling followed by an engine starting
9041,2ctbbSRS_z4,30,A group of people laughing
9040,2cs_b3f97VE,20,A door unlocking and opening and men shouting
9046,2d-xAzl7wiQ,30,A cat meows followed by some loud clicking and a woman talking
9045,2d-Ne0fXBvY,150,"An electric power tool runs, a man speaks"
37279,GWTY5yQzFro,25,A strong wind sound with rustling leaves
24078,9QpBerbdJSk,30,"A sewing machine is operating, with ongoing rattling and vibration"
24072,9QeezFP1rCU,4,Horn honking intermittently
24073,9QfsC-E1lhs,18,People cheering over the clanking sound of train that whistles
24070,9Qc6I-IOVGE,90,Race car revving
24076,9Qn2GrMYIJI,30,Pigeons coo and metal is tapped as a man speaks
24074,9QfxmVCHfXE,30,Spraying unto another object several times
24075,9QhkaZxAQaA,29,Clip-clopping and distant speech
20977,7tBFmjKv0HU,120,A small motor bike running
20975,7t7W1ilsBjA,270,"A hissing spray is present, and an adult male is speaking"
20972,7t05WQ08ieE,40,"A train horn blows, hissing occurs, and then a clack"
20970,7szYx2yMFJY,12,Several ducks quaking then a barrage of gunfire
51970,Q-E10AY-AZE,30,"Sheep bleat loudly, and then people speak, followed by laughter"
20979,7tK6MNPVMzE,60,A chicken clucking followed by a duck quacking with wind blowing on a microphone
20978,7tIqTGTvLPE,1,A spring sound effect goes off over and over and crickets chirp in the background then a couple frogs croak
71857,crerAJegi2w,170,A train moves further and the horn is triggered
68235,aEm6RvfHzuw,460,A woman talking as paper is crinkling
60106,V_Hzaa9vqMM,380,Men speak and a crowd cheers
51963,PzwucLVlEOo,8,A man yelling followed by a series of popping explosions as wind blows into a microphone
30134,CSKPRhcNp6U,4,Rain falling hard with vibrations and knocking
30138,CSP6wFKTO0w,30,Music plays loudly nearby as people talk and wind blows
78630,hm89JIArHco,0,An engine buzzing with rustling and muffled speech followed by a loud bang
4338,0iTS3KVLTf8,29,An adult male is speaking and dogs are barking
4339,0iVM2GY3R_c,30,A loud siren is going off
4337,0iSQ-tdp1mo,40,The toilet flushes
4332,0iMsP0EfPQk,10,"Water is falling from a faucet, followed by slurping of a straw and a burp"
4333,0iNKa0JNcHc,140,Someone is snoring and an adult male laughs and speaks
3135,0FI78Sv_BL4,30,Womam giving a speech
3134,0FE2J7RJrco,40,Thunder and thunderstorm with rustling noise
3137,0FJMXT1NJQM,30,Man giving speech or monologue
3136,0FJ8_dyWEFA,6,Ducks being shot at from someone with a gun
3131,0F8srmjGqtA,30,Man and women laughing at a cat meow
3130,0F87ERBM2RI,130,Steady rain and heavy wind
37854,GuFqIYMAkjs,80,Wind blows loudly and people speak
3139,0FLTU21nzto,17,A gong is sounding and crashing sounds are heard
3138,0FKLFLOg4IA,16,A group of people are talking and then an adult woman speaks in the forefront
27527,B637w59y8i8,30,Man speaking with leaves rustling
27526,B62t1I4RZdw,2,Several large adult pigs oinking loudly
27520,B5o92a7gqog,30,A man speaks while a child talks and another child whines
79329,iFswJkHKvS8,30,Wind blows strongly
78004,hJGaKgX7qKE,100,A person singing loudly alongside rock music followed by water trickling then a toilet flushing
57301,TeEQxLzjcvk,60,Humming of loud engines as a helicopter hovers nearby
23715,9F-X6htGhfc,10,Barking of a dog in the distance followed by a powerful boom of thunder
58310,UKyv0d9d-9A,0,Birds chirp in the distance as a vehicle horn beeps loudly several times
42048,JZ_dQgeMMPo,0,Sheep bleating metal clang
93586,stFh0CmRbqo,6,Wind blowing baby crying then man speaking horn blowing
82503,kanQ2NCc13o,20,Scrap followed by engine then another scrap and some laughing
74985,f8AyUTsrQJU,10,"A frog croaks, followed by another frog croaking as well"
74982,f7yePvuAplE,30,People laugh and talk quietly nearby
15327,5GXyvMtudic,30,"Water flowing meanwhile chatter in background from wildlife and dabbling, quacking duck"
53739,RCy8NqziWL8,60,"In a quiet environment, an adult male speaks and paper is crinkled and crumpled"
76856,gVcQ7AGtB5Q,30,A man speaks followed by spray and male narration
23318,92QAtigFpW4,0,"The wind is blowing, and a motor vehicle engine runs, accelerates and then stops"
72770,dW8idxq6H6U,30,A clock chiming the hour
76850,gVKy2RrUFes,30,Young child crying
23312,92BX-bkWVDI,30,Vehicle horn followed by man talking
23310,928NSu5S-uo,11,A man is whistling and then starts talking
23311,929x2qYF5fI,3,A woman speaking while another woman laughs in the background
23317,92PbeGGVBME,30,A man gives a speech in a foreign language
23314,92F52YTgXfA,390,"A close distance siren, followed by low-frequency street noise and a bird chirping"
46743,MbR4hdnj--s,400,A man is speaking and rubbing wood with a tool
15320,5GU9ZC017-0,25,Revving of an engine
15321,5GUTCDIP02U,30,Sirens blare and an engine speeds by
77182,giR8LmsR5y8,80,A person laughing as another speaks in the distance
90905,qqhC8wUfgac,50,A toilet is flushed multiple times as water rapidly flows
92585,s7yNzcqpRds,220,People talking and water splashing
92588,s8ICk7y0taI,350,A man speaks as several ducks quack
32989,DyMsBs0CXqM,30,A brief ticktock sound barely audible through a sustained ambient noise
6600,1dMSYhfykLo,30,"A motor is running, and humming and hissing occur"
6602,1dOV9NEPc60,8,Vehicle running faintly with increasing distance
6603,1dOlHGVKLQw,20,A vehicle is speeding by
6604,1dQj6zn9cXI,30,Water sprayed as glass bottles clink together
6605,1dSIrNlxvjg,30,"Pigeons coo, wings flap, a man speaks and whistles"
6606,1dTDTUvU7yE,7,"A motor vehicle engine is running and revving and fades, and people are speaking in the background"
6607,1dU6O8zTcSk,30,"An adult female speaks, an explosion occurs, and an adult female and adult male speak"
6609,1dYd8G4hkwc,20,Woman are speaking and person sneezes
49799,Ob0WihCnz5Y,170,A sewing machine running then turning off as a man is speaking
15329,5GZe3-CbQIA,16,Clip clopping and people talking
90907,qqv5YJ4pQXM,120,A drill works constantly and stopping once
92059,rjPoX4KQ5dw,22,A frog croaks nearby as other frogs croak in the distance
100329,y5GH95Ai2gI,23,Wind blows as a speedboat runs steadily
29233,Bxekkwv5CFU,23,Continuous buzzing with a dog barking in the background
73602,e4zZq9b4sCM,160,A bell rings rapidly multiple times
72340,dBmNTVmz90k,10,A horse neighs and clip clops with wind blowing
100320,y4phvI46L34,10,A baby cries with an older child singling
100321,y4qv8mA4YLA,8,A vehicle moves while a music is played
100323,y52Gn6Ervt0,30,An engine revs up and down rapidly multiple times nearby loudly
100325,y53SL9QMq6I,410,A man speaks with scraping then brief splashes
92056,rjE9dDzgOG8,220,Water is pouring down from a faucet with sporadic human voices in the background
45217,LbNdrTVblr8,30,A loud sign followed by people laughing and clapping and a man speaking
22047,8QzRNeIaeYA,30,"Kids yelling, and people chanting"
22041,8QnPanDomDw,11,A woman speaking and a pig is oinking at the end
22040,8Qn52i0WPdA,30,"A motor vehicle engine is idling, rustling is present, and an adult male speaks in the background"
22042,8QpD88RyAfc,10,Typing on a keyboard while a man talks in the background
22048,8R5pCStyc8w,180,Some scraping and cracking with a man speaking
86929,nqnCSAEPNes,340,"A crowd of people applaud, then drumming ensues and a band plays"
67297,_ZTCOcx7TrU,80,Ship fog horn blowing
43926,KlCfmN0Yg44,30,Water is sprayed on a surface
43925,KlCGS1LkvCk,30,A cat meows while a woman and a man laugh and talk
53733,RCfqWUzIINQ,250,A series of gunfire and explosions followed by people grunting and screaming as instrumental music plays in the background
67294,_ZJ8lY-olKA,30,Several pigeons coo and flap wings
75766,fhiuiseEq0s,110,Sheep baaing followed by a series of sharp whistling then soft whistling
89386,pgzTXMgU1FM,130,A train goes by fast blowing a horn and chimes ring
4691,0rr-YGRFSs8,30,"An adult male is heard through speaker while a race car engine is revving, and tires are squealing."
4690,0roWwpgFQYI,30,Crowd voice laughing murmuring
4696,0rv-EVSEUUU,30,A male voice speaking with a slight echo as in an auditorium
4699,0ryIFBC068g,7,"Silence followed by a long, deep burp"
71114,cI1amchoj1Q,420,Vibrations and clicking of a sewing machine
53731,RCe9ercXpTw,10,A person makes a squeaking sound quickly followed by laughter and people are talking
5161,13QUBj_VlIc,25,Meowing then woman speaks
5162,13RMllUrYCA,130,"Lots of noise as someone is walking, someone speaks and a goat answers"
5163,13RrUXnIpN8,120,A truck engine is idling and a door is latched
5164,13Tjke8F8DY,30,Dogs barking and men speaking
5165,13Tu4foXI9o,14,Engine idling at medium frequency
5167,13WnlxzBU6k,330,A train approaches at full speed tooting its horn making its clickety-clack sound
5168,13YvwUoLde8,10,A toilet is being flushed
5169,13_cC6FwNTM,10,Male voice speaking with some clicking sound
76464,gDmJaKitXMI,10,A person types on a computer keyboard rapidly and quietly
41389,J8aKDgtoGIc,10,An engine revs over and over and then almost comes to a stop
41381,J8HOfl5DyCQ,40,A race car screeches and a man narrates
41380,J8EeF5I_otw,30,Music playing with some vibrations and splashing
41383,J8Ms9y0D5oc,0,Some jingling followed by car horns
45805,M-KD8vGQqfc,70,Sizzling with a man speaking
41385,J8Npt2M7tzE,0,"A vehicle horns, a lady screams and a person laughs"
45800,M-F_-OJVs7I,21,A speedboat travels fast with low splashing noise in the background
87322,o8KjWPhA4mw,20,Humming of an idling bus with people speaking faintly
39897,IAmpZu4rU_g,30,Music plays and someone whistles the tune
36666,G9d22Myppkk,550,A vacuum cleaner running as light music plays in the background followed by wind briefly blowing into a microphone
32585,DkEYy6WibV0,30,Humming of distant engines with people speaking
83831,l_lKiJr-uFE,27,"A woman talks while water sprays, and then a switch clicks"
83833,l_mlV0HST60,30,Emergency sirens together with tapping
39899,IAosP90cdsE,30,An engine chugging loudly with muffled speech in the background
85786,mzxtnX4Rh7o,0,A person screaming with a dog barking and people talking and laughing
72147,d36lr4bGSiQ,30,An engine accelerating slowly and continuously
78803,htbJR1W25w8,100,A bell rings and echoes
41654,JJ3b6ccYNvc,110,A helicopter whirs overhead and flies around
41650,JIvbULPaICw,440,Man speaking while water runs then brushing sound
84435,m0nffR4C7pQ,10,The humming of a revving engine
72140,d2u0Bc0yeI8,30,An adult and a kid talk and make oink sounds
70844,c5AVCPO3lAs,30,An infant crying and whimpering
70845,c5DPrfjcnsw,30,'A person snoring almost wheezing continuously
40380,IUnRWSnQf8Y,16,A small engine is humming along as a stream of water passes by
83785,lYYK1BT7sHs,20,Many large bells are clanging and ringing loudly
15537,5LzxmTUpgMI,30,A motorboat engine chugs amid splashing water
8232,2IsgfovbWC4,10,Heavy breathing followed by sneezing
15535,5Lw9Duqak6E,15,A vehicle revs loudly
8230,2IpRhW6qLb4,30,Tires are squealing and a motor vehicle engine is revving
8237,2IyCG8fIZAo,160,There is a trickle and a man begins to speak
8236,2IxkjMrJxng,50,Toilet flushing
8235,2IvNEoXArxU,30,A cat is meowing
76444,gDC1swG7jrA,6,"People are talking in the background, while an animal bleats, an adult female speaks, and an adult male laughs"
8238,2IzUAL9qX6A,200,"Loud mechanized humming, people speak faintly"
76441,gD91x9UwR6E,10,A man speaks while shuffling something and then hammering
59416,V6qCMkCPyNE,230,Birds vocalize nearby as a person steps on a surface
100580,yHXdi_9zF5k,380,A woman and a girl talk
7638,23UPWkyalb8,30,Woman giving a speech
86499,nVQyIAp_e4Q,0,Horn followed by a speech
7632,23Cweiu_q9Q,30,Men talk before a motorcycle speeds by
7633,23FEDWdpWbA,2,An engine starts up and hums
7630,237dUZFMo30,0,Airplane flying far overhead
7636,23NX-3tFQgE,30,A small engine vehicle going in the distance
7634,23MER4exl90,30,Cars pass as horns honk
7635,23NFZmmz_w4,40,"A race car motor is running, decelerates, idles, and revs, and an adult female speaks"
56478,T4hxh1GB4nI,0,A lawn mower engine running then powering down as dogs are barking and a group of people are talking alongside a bird chirping in the background
88921,pLl-McANzSI,490,Birds chirping and singing with wind noise
40526,I_NNWY-DcjI,0,Several sheep bleat and a child laughs
44865,LNyl2RKdhsU,210,An aircraft engine running as wind blows heavily into a microphone
40525,I_MfCm1Glgs,100,"A man talks, followed by a hiss of steam"
44863,LNv3x0VT5lc,540,"A train horn sounds loudly nearby, and then a train passes by"
44862,LNrgsAX1k0I,30,A large crowd is shouting and whistling as a fast wind goes by
56471,T46AA1agN3I,420,A horn is triggered and an engine works far
86142,nErL75HbKE4,30,Continuous burbling and then a man speaks
20660,7itBfUT7cJs,30,An engine is idling and revved up a little
86145,nF-2wtjAdJ8,21,A girl talks nearby and then an object falls and the girl screams
51789,PsSsoES5X6A,30,Rustling followed by people speaking in the distance then a beep and a digital voice
19936,7O2aV13YJ-4,30,People talk and walk through the leaves followed by a whimpering dog
19935,7O2NnnRoU1s,80,A helicopter engine runs as someone talks
19934,7O-oxrTMYxA,5,A man grunts and a baby cries out
69859,bO19D4Vtlmo,240,Thundering sounds resonate as the wind blows
69857,bNvVJiftHbk,30,Wind blows and traffic passes as pigeons coo
19932,7NqRt_17NrQ,30,A large bang followed by several short sprays
96233,uyTs7EHDco4,40,"Clicking occurs, followed by repeated low volume pops"
19930,7Nnvy9DfTX0,30,A man and woman speak over an engine noise and gusting wind
38312,HAkcJO75aeY,200,Drill grinds away at a hard surface and screeches
38318,HApNjUnI9U4,30,A man speaks and wood slams against wood several times
5951,1NIrfWpeyGo,420,A man is talking in foreign language and then there is clapping for him
5950,1NIO0HSFUIo,90,"Large rumbling from a large engine, clicking, traffic passes nearby, a train whistle"
5952,1NJkhzi4L1w,30,A person is screaming loudly as a car zooms past
5955,1NVfl7AnSRg,30,A man is speaking with sound of a vehicle siren in the background
5954,1NT7cLWGuzc,10,A bell is ringing and people are speaking
5957,1NYvgojMwiI,30,A woman speaking and the sound of a door being opened
11531,3e0KAS_0Oa4,50,A bird is tweeting followed by the voice of a man in the background
11530,3dxI1A0fWC4,30,Rain falls heavily
11537,3eC1OpbgrHk,30,A woman is speaking
11536,3e85HcbgUu4,60,"Sizzling and cracking are present, thumping occurs, and two adult females speak"
96581,vF9Ek88Rt2c,110,Several gunshots followed by male speech and rustling
82490,kaCWGZke8qY,30,A male talking and rustling noise
19105,7-HKV2yUSM0,220,Someone scrapes and sanding an object
65115,Z2TgJJNMmSQ,320,Male speaks while rubbing something
60546,VsC-LSmQuQw,0,"A constant buzzing, insect-like noise accompanies gentle waves"
88061,oiPiiwpPDMQ,10,A sewing machine runs
64647,YjPo5MJyoxM,0,Loud clicking followed by whooshing of a flushing toilet and a small bang
64646,YjMazT6pVbM,30,"People cheer, followed by gunfire and explosions, which is then followed by children screaming"
64641,YjAtyabiPOg,310,"A train engine idles, beeps horn and starts revving"
64642,YjB8tjCLUTI,30,An engine idling with people talking and a squeaking sound
79695,iXEpY_5ivDo,460,A person speaks nearby as a thunderstorm roars in the distance
46169,MEwOB0NTUfc,40,Snoring sounds along with subdued laughter in the background
97181,vgo5Sw_XJMc,120,Humming and whooshing of a nearby hovering helicopter
69148,arFG3BQFw-A,590,A sustained drilling noise followed by a male voice speaking
99320,xHanr1Wgbe8,170,Birds tweet and insects chirp followed by movement sounds and bees buzzing softly in the background
99325,xHqCygsT_lA,15,A baby crying loudly and people talking
69140,aqpywk-5qhk,29,An engine starts up and then clicks quickly
46295,MKeA3wSf-oI,30,A horn is triggered followed by a man talking
16166,5dEWjIBVYLo,30,A young girl talking and cat meowing
17261,68C1lY3YNxM,30,A man is talking while a pig oinks
17260,68BzgxAFReI,28,Man in shock is verbalizing something to his surprise while a cat is hissing in the background
17262,68Cw5C89orQ,7,A man speaking with the sounds of children in the background
17264,68JIzeugDqs,0,A musical beep rings a small explosion happens and the beep gets louder
9205,2gvtmPZBNqw,30,Knocking and mechanical humming with a cat purring and meowing
9204,2gvYZI-3EA8,0,Humming of an engine followed by a thud and a musical note
9207,2gxuIfNeTTE,0,A long singular beep
9206,2gxswR0Th5Q,20,A motor vehicle engine is running and revving up
9201,2goK6F3PJbI,16,Vehicles race around as a young man yells out
9200,2gjcBzLbc-k,30,A man delivers a speech
32173,DXXlpDKJlhQ,30,A man speaking
67874,_zZnyNAyP4w,23,"A car engine revs, people talk in the background"
9208,2gyTG7QRqxc,30,A small dog barks
63018,Xb6RpIP062g,10,An engine failing to start
63012,XaqTkMcv9cc,90,A middle aged woman is speaking while running a sewing machine
12370,3ziNkJ1gpHI,20,Birds are chirping and people are yelling
12371,3ziwgwV2vkg,30,"The wind is blowing, rustling is present, and metal is clanging"
12372,3zjEv0432zQ,480,A gun is being fired and person speaks
12373,3zjieu8ophs,24,"A motor is running, metal scraping and squeaking are present, and a clang occurs"
12374,3zkK4npBAEo,180,Wood is being scratched
12376,3zoV8zq49Yk,30,"Musical tones are beeping, a rushing sound is present, and birds are singing"
12377,3zovCEbGwRI,21,A vehicle engine whistles and clanks at idle
12378,3zpPCdViH84,0,"Water splashes and gurgles, an adult female laughs and speaks, another adult female laughs, and an adult male laughs"
43843,Ki4NJvzYlU4,200,Fast clicking with a man speaking and more clicking
62942,XYx65aNd0aw,0,Voices talking followed by cars racing
62945,XZ0GXTZLEww,30,A clock ticking
10288,37pakOEmsOY,60,Birds tweet and chirp to other birds
10289,37qDsRir6Hk,70,A man in a deep voice is talking while something mechanical is operating
10286,37jsHegYfEw,18,The constant sound of a stream with gurgling of wind
10287,37pB2I0F-8I,10,A telephone rings and a man picks it up and has a conversation with a woman
10284,37hqUFpvl6A,30,Baby laughter and giggling and a woman's voice
10285,37imUI31Bro,30,"Water is poured, a girl speaks, some banging on a table"
10282,37g6Ag23Pjo,30,A strong wind rustles leaves
10283,37gLkh_f0ZY,460,An aircraft engine runs and then something beeps
21570,8BM1xwig5kc,30,A motor is running and a something is banging on the side of the motor
21571,8BMW3d-PQb0,0,A female teenager is saying something followed by a sneeze
21572,8BNOb3WGLfw,140,"A motor vehicle engine idles and then accelerates, squeaking occurs, then whirring"
21573,8BOpKyGgyCo,22,Clanking noises followed by a high frequency buzzing sound
21575,8BQ4pxI5bkk,30,A motor starts and then stops immediately
21576,8BRvPR0g0Bk,500,A swarm of bees are buzzing gently
21577,8BVWKX_0nxw,30,A child burps a few times and a person laughs
17485,6E0I-kZH6-Y,22,Water splashing and children laughing
17484,6DyDS4C86Is,30,A man is speaking over the sound of flowing water
17487,6E1AiZEtV5c,30,A woman speaking then clicks on a keyboard
17483,6DxoUwPUqWU,140,"A person coughs, a racket hits a ball, and applause is heard"
17482,6DwAHkRhwfE,0,Engines running then a car honks its horn musically followed by a man shouting in the distance.
100056,xrhUQ1t_K4I,30,A vehicle moves while music is played and a baby cries
68439,aMNndljnnkw,0,Several ducks quack and people speak as water splashes in the distance
17489,6E55m6z8nmY,220,A person is sleeping wheezing and snoring repeatedly
100057,xrm1xeH62mY,5,A motorboat engine chugs as the boat travels across water
13390,4SIuuAQ3YLk,40,A toilet is flushed
13393,4SL8XRbXqus,9,Motorboat speeding away and a person yelling in the background
48190,NXTq5qWylws,30,Water sprays on and off consistently
2903,09RtEkGuOZY,0,Man speaking while water trickles
2902,09Q230vOXWg,8,Honking noises in background and woman speaks and child laughs in foreground
2901,09OHHxLtyNw,30,A water stream
2900,09NZ4U3ko5k,70,"A sewing machine in the distant with indiscernible speech, followed by a sewing machine nearby"
2907,09UvgS5vp-A,30,A car being started and eventually revving from a cold start
2906,09UQCwXcAdU,30,Car revving loudly
